Employer,total_approvals,states,cities,zip_codes
OPERA SOLUTIONS USA LLC,1,NJ,JERSEY CITY,7302.0
OPERA STUDIO ARCHITECTURE LLC,1,NY,BROOKLYN,11238.0
OPERA TECHNOLOGIES INC,23,PA,EXTON,19341.0
OPERATING CO LLC DBA ELDERWOOD AT,1,NY,GRAND ISLAND,14072.0
OPERATION HOPE INC,1,GA,ATLANTA,30303.0
OPERATION TECH INC DBA ETAP,1,CA,IRVINE,92618.0
OPERATION TECHNOLOGY INC DBA ETAP,6,CA,IRVINE,92618.0
OPERATIONAL RESULTS INC,1,UT,HIGHLAND,84003.0
OPERATIONSRX LLC,1,NC,DAVIDSON,28036.0
OPERATIVE ARIA ARCHITECTURE PLLC,1,NY,NEW YORK,10017.0
OPEX ANALYTICS LLC,9,IL,CHICAGO,60654.0
OPEX CORPORATION,1,NJ,MOORESTOWN,8057.0
OPEXR INC,1,OH,LEWIS CENTER,43035.0
OPHTHALMIC CONSULTANTS OF TEXAS PA,1,TX,MCALLEN,78503.0
OPINION DYNAMICS CORPORATION,5,MA,WALTHAM,2451.0
OPIO LLC,1,MI,DEARBORN,48126.0
OPN INC,1,IA,CEDAR RAPIDS,52401.0
OPORTUN INC,14,CA,SAN CARLOS,94070.0
OPPENHEIMER CO INC,2,NY,NEW YORK,10004.0
OPPORTUNITY FINANCIAL LLC,5,IL,CHICAGO,60601.0
OPPORTUNITY FUND COMMUNITY DEVELOP,1,CA,SAN JOSE,95113.0
OPRONA INC DBA ROSEN USA INC,4,TX,HOUSTON,77032.0
OPS PHARMACY LLC D/ B/ A BUTTERFLY,1,FL,LAKE WALES,33853.0
OPSDYNAMICS INC,2,CA,SAN JOSE,95113.0
OPSERA INC,2,CA,PALO ALTO,94306.0
OPSRAMP INC,2,CA,SAN JOSE,95131.0
OPSREADY LLC,1,NY,NEW YORK,10020.0
OPSVEDA INC,3,CA,SAN JOSE,95117.0
OPSWAT INC,2,CA,SAN FRANCISCO,94103.0
OPT CHEMICAL TECHNOLOGIES INC,1,TX,SUGAR LAND,77478.0
OPT INDUSTRIES INC,5,MA,CAMBRIDGE,2139.0
OPTEAMIX LLC,18,CO,CENTENNIAL,80112.0
OPTEC DISPLAYS INC,1,CA,ONTARIO,91761.0
OPTECHON INC,1,CA,MONTCLAIR,91763.0
OPTERRIX INC,1,WI,MADISON,53783.0
OPTI VALUE TEK CORP,1,TX,SUGARLAND,77498.0
OPTICAL SCIENTIFIC INC,1,MD,GAITHERSBURG,20878.0
OPTICLARITY INC,1,CA,FREMONT,94538.0
OPTICOS DESIGN INC,1,CA,BERKELEY,94704.0
OPTICSPLANET INC,12,IL,NORTHBROOK,60062.0
OPTIGRISE TECHNOLOGY SOLUTIONS LLC,1,NJ,EDISON,8817.0
OPTIKS SOLUTIONS INC,2,NJ,PISCATAWAY,8854.0
OPTIKS SOLUTIONS INC DBA P360,9,NJ,PISCATAWAY,8854.0
OPTILAB LLC,1,AZ,PHOENIX,85012.0
OPTILINE ENTERPRISES LLC,2,NH,NASHUA,3060.0
OPTIM CARE CENTER LLC,1,MI,ST CLR SHORES,48080.0
OPTIM DENTAL 1 LLC,2,IN,TERRE HAUTE,47802.0
OPTIM DENTAL BLOOMINGTON LLC,1,IL,BLOOMINGTON,61704.0
OPTIMA FAMILY SERVICES INC,1,CA,PASADENA,91107.0
OPTIMA GLOBAL SOLUTIONS INC,3,NJ,LAWRENCEVILLE,8648.0
OPTIMA INC,2,IL,GLENCOE,60022.0
OPTIMA IT SOLUTIONS LLC,2,VA,FAIRFAX,22030.0
OPTIMAE LIFESERVICES INC,1,IA,FAIRFIELD,52556.0
OPTIMAL BLUE LLC,1,TX,PLANO,75024.0
OPTIMAL CAE INC,16,MI,PLYMOUTH,48170.0
OPTIMAL ENGINEERING SOLUTIONS INC,1,MO,CREVE COEUR,63141.0
OPTIMAL INC,9,MI,PLYMOUTH,48170.0
OPTIMAL INFOSYSTEMS INC,1,NJ,ISELIN,8830.0
OPTIMAL SATCOM INC,2,VA,HERNDON,20170.0
OPTIMAL SOLUTIONS GROUP LLC,3,MD,COLLEGE PARK,20740.0
OPTIMAL STRATEGIX GROUP INC,4,PA,NEWTOWN,18940.0
"OPTIMAL STRATEGIX GROUP, INC",3,PA,NEWTOWN,18940.0
OPTIMAL TECHNOLOGIES INC,12,GA,LAWRENCEVILLE,30044.0
OPTIMAS OE SOLUTIONS LLC,5,IL,GLENVIEW,60026.0
OPTIMATICS LLC,1,IL,CHICAGO,60606.0
OPTIME SUBSEA SERVICES INC,1,TX,HOUSTON,77056.0
OPTIME TECH LLC,24,IL,NAPERVILLE,60563.0
OPTIME-TECH LLC,6,IL,NAPERVILLE,60563.0
OPTIMINE SOFTWARE INC,1,MN,MINNEAPOLIS,55401.0
OPTIMISCORP DBA RANCHO PHYSICAL TH,1,CA,MURRIETA,92562.0
OPTIMIZED GAS TREATING INC,2,TX,BUDA,78610.0
OPTIMIZELY INC,2,CA,SAN FRANCISCO,94105.0
OPTIMIZELY NORTH AMERICA INC,1,NH,NASHUA,3063.0
OPTIMUM CONTROLS CORPORATION,2,PA,READING,19605.0
OPTIMUM ENERGY DESIGN LLC,1,CA,ANAHEIM,92807.0
OPTIMUM ENGINEERING SOLUTIONS INC,3,IL,EDWARDSVILLE,62025.0
OPTIMUM OFFICE SOLUTIONS INC,1,NJ,WYCKOFF,7481.0
OPTIMUM SEISMIC INC,2,CA,VERNON,90058.0
OPTIMUM SEMICONDUCTOR TECHS INC,1,NY,TARRYTOWN,10591.0
"OPTIMUM WEB MARKETING CONSULTANTS,",1,FL,CORAL GABLES,33133.0
OPTIMUMG LLC,2,CO,CENTENNIAL,80111.0
OPTIMUS HEALTH CARE INC,2,CT,BRIDGEPORT,6608.0
OPTIMUS HOSPITALISTS PEDIATRIC SUBSPECIALISTS LTD FORMERLY KNOWN AS MIDWEST NEOPED ASSOCIATES LTD,1,IL,OAK BROOK,60523.0
OPTIMUS LLC,1,TX,HOUSTON,77007.0
OPTIMUS RIDE INC,16,MA,BOSTON,2210.0
OPTIMUS STEEL LLC,2,TX,TOMBALL,77375.0
OPTIMUS UNIT LLC,1,TX,FRISCO,75035.0
OPTIMUSS INC,21,VA,STERLING,20165.0
OPTIONS CLEARING CORPORATION,7,IL,CHICAGO,60606.0
OPTIONS FOR CHILDREN IN ZAMBIA INC,2,MA,FOXBOROUGH,2035.0
OPTIONS FOR SOUTHERN OREGON INC,1,OR,GRANTS PASS,97526.0
OPTIONS GROUP INC,1,NY,NEW YORK,10003.0
OPTIONS SCHOOLS INC,1,IN,NOBLESVILLE,46060.0
OPTISIGNS INC,1,TX,HOUSTON,77040.0
OPTIV SECURITY INC,3,CO,DENVER,80202.0
OPTIVENT GROUP INC,8,IL,LISLE,60532.0
OPTIVER SERVICES US LLC,10,IL,CHICAGO,60601.0
OPTIVER US LLC,10,IL,CHICAGO,60601.0
OPTOFIDELITY INC,3,CA,CUPERTINO,95014.0
OPTOFLUIDICS INC DBA HALO LABS,1,CA,BURLINGAME,94010.0
OPTOMI LLC,4,GA,ATLANTA,30328.0
OPTOPLEX CORPORATION,1,CA,FREMONT,94538.0
OPTORO INC,1,DC,WASHINGTON,20001.0
OPTOVUE INC,1,CA,FREMONT,94538.0
OPTRASCAN INC,1,CA,SAN JOSE,95110.0
OPTTECH LLC,8,TX,RICHARDSON,75080.0
OPTUM SERVICES INC,139,MN,EDEN PRAIRIE,55344.0
OPTUM360 SERVICES INC,2,MN,HOPKINS,55343.0
OPTUMCARE MANAGEMENT LLC,7,CA,EL SEGUNDO,90245.0
OPTUMINSIGHT INC,3,MN,MINNETONKA,55343.0
OPTX SOLUTIONS LLC,3,NV,LAS VEGAS,89118.0
OPULENT SOFT LLC,5,NJ,HAMILTON,8619.0
OPULENTSOFT LLC,7,NJ,HAMILTON,8619.0
OPUS 1 MUSIC STUDIO,3,CA,MOUNTAIN VIEW,94041.0
OPUS 12,1,CA,BERKELEY,94710.0
OPUS 12 INCORPORATED,1,CA,BERKELEY,94710.0
OPUS CONNECT INC,2,CA,LOS ANGELES,90036.0
OPUS CONSULTING SOLUTIONS INC,31,GA,ALPHARETTA,30009.0
OPUS POS CA INC,1,CA,WALNUT,91789.0
OPUSAI INC,3,TX,AUSTIN,78701.0
OPY USA INC,1,CA,SAN DIEGO,92101.0
OPYN INC,1,CA,SAN FRANCISCO,94115.0
OQ POINT LLC,5,WA,REDMOND,98052.0
OR NURSES NATIONWIDE INC,1,TN,GERMANTOWN,38138.0
ORA INC,1,MA,ANDOVER,1810.0
ORABASE SOLUTIONS LLC,64,TX,MCKINNEY,75069.0
ORACLE AMERICA INC,1509,CA,REDWOOD CITY,94065.0
ORACLE FINANCIAL SERVICES SOFTWARE INC,26,NJ,BRIDGEWATER,8807.0
ORACLE FINANCIAL SVCS SOFTWARE INC,110,NJ,EDISON,8817.0
ORACLE ROBOTICS CORP,4,IL,WEST CHICAGO,60185.0
ORAL ROBERTS UNIV,2,OK,TULSA,74171.0
ORAL ROBERTS UNIVERSITY,4,OK,TULSA,74171.0
ORANCO INC,1,NY,NEW YORK,10006.0
ORANGE BEES LLC,2,SC,GREENVILLE,29601.0
ORANGE BUSINESS SERVICES US INC,1,FL,CLEARWATER,33759.0
ORANGE CITY MUNICIPAL HOSP D/B/A O,1,IA,ORANGE CITY,51041.0
ORANGE COUNTY PUBLIC SCHOOLS,1,FL,ORLANDO,32801.0
ORANGE DATA CLOUD LLC,25,CA,LOS ANGELES,90045.0
ORANGE GROVE PHYSICAL THERAPHY INC,1,CA,REDLANDS,92374.0
ORANGE INFORMATION TECHNOLOGY SOLU,2,MN,MINNEAPOLIS,55436.0
ORANGE ISLE INC,1,NY,FLUSHING,11354.0
ORANGE PSYCHIATRIC ASSO LLC,1,FL,ALTAMONTE SPRINGS,32701.0
ORANGE SMILES PLLC,2,TX,HOUSTON,77063.0
ORANGE UNIFIED SCHOOL DISTRICT,1,CA,ORANGE,92867.0
ORANGEBEES LLC,1,SC,GREENVILLE,29601.0
ORANGEBURG COUNTY SCHOOL DIST,2,SC,ORANGEBURG,29115.0
ORANGEBURG COUNTY SCHOOL DISTRICT,39,SC,ORANGEBURG,29115.0
ORANGEBURG HS HEALTH PROFESSIONS,1,SC,ORANGEBURG,29118.0
ORANGEIT CORP.COM,1,CA,MILPITAS,95035.0
ORANGEPEOPLE LLC,5,CA,IRVINE,92618.0
ORASES CONSULTING CORPORATION,1,MD,FREDERICK,21704.0
ORASI SOFTWARE INC,1,GA,KENNESAW,30144.0
ORASURE TECHNOLOGIES INC,1,PA,ALLENTOWN,18105.0
ORASYS LLC,48,TX,AUSTIN,78730.0
ORB LABS INC,1,NJ,JERSEY CITY,7310.0
ORBBEC 3D TECHNOLOGY INTERNATIONAL,1,MI,TROY,48083.0
ORBBEC 3D TECHNOLOGY INTERNATIONAL INC,2,MI,TROY,48083.0
ORBCOMM LLC,1,NJ,ROCHELLE PARK,7662.0
ORBILLION BIO INC,1,CA,ALAMEDA,94502.0
ORBIMED ADVISORS LLC,2,NY,NEW YORK,10022.0
ORBIS CORPORATION,1,WI,OCONOMOWOC,53066.0
ORBIS DATA SOLUTIONS LLC,1,MA,WOBURN,1801.0
ORBIS SYSTEMS INC,1,FL,BOCA RATON,33433.0
ORBIS SYSTEMS INC.,1,FL,BOCA RATON,33433.0
"ORBIS, INC",3,NJ,PISCATAWAY,8854.0
ORBIT CAPITAL LLC,1,TX,STAFFORD,77477.0
ORBIT FINANCING INC,1,TX,STAFFORD,77477.0
"ORBIT INDUSTRIES, INC.",2,CA,LOS ANGELES,90007.0
ORBIT INTERACTIVE INC,1,FL,MIAMI,33131.0
ORBIT SYSTEMS INC,4,OH,COLUMBUS,43235.0
ORBITAL COMPOSITES INC,1,CA,SAN JOSE,95112.0
ORBITAL CORPORATION OF TAMPA,1,FL,ZEPHYRHILLS,33542.0
ORBITAL ENGINEERING INC,1,PA,BENSALEM,19020.0
ORBITAL INSIGHT INC,3,CA,PALO ALTO,94306.0
ORBITAL TRANSPORTS INC,1,IL,CHICAGO,60642.0
ORBITER RECRUITMENT INTERNATIONAL,1,IL,NORTHFIELD,60093.0
ORBITZ WORLDWIDE LLC,1,IL,CHICAGO,60661.0
ORBOTECH LT SOLAR LLC,1,CA,SAN JOSE,95138.0
ORBYSOL INC,7,VA,ALDIE,20105.0
ORCA BIOSYSTEMS INC,2,CA,MENLO PARK,94025.0
ORCA HEALTH INC,1,UT,SANDY,84070.0
ORCA SHORES LLC,1,WA,POINT ROBERTS,98281.0
ORCHARD CONSTRUCTION GROUP INC,1,NY,NEW YORK,10003.0
ORCHESTRA TECHNOLOGY INC,54,TX,RICHARDSON,75080.0
ORCHESTRADE INC,6,CA,SAN MATEO,94403.0
ORCHID EXCHANGE INC,1,DE,WILMINGTON,19801.0
ORCHID ORTHOPEDIC SOLUTIONS ALABAM,1,MI,MASON,48854.0
ORCHID ORTHOPEDIC SOLUTIONS LLC,1,MI,HOLT,48842.0
ORCHID SOLUTIONS INC,2,VA,RESTON,20191.0
ORCHID TECH,4,CA,SAN JOSE,95131.0
ORCOM KVB INC FORMERLY KNOWN AS,1,NY,NEW YORK,10004.0
ORCUTT WINSLOW PARTNERSHIP,1,AZ,PHOENIX,85012.0
ORDERFUL INC,1,CA,SAN FRANCISCO,94123.0
ORDERGROOVE INC,1,NY,NEW YORK,10004.0
ORDEX TECHNOLOGY SOLUTION INC,1,CA,CULVER CITY,90232.0
ORDOT DENTAL CLINIC LLP,1,GU,ORDOT,96910.0
ORDR INC,5,CA,SANTA CLARA,95054.0
ORDUNO DESIGN SERVICES LLC,1,TX,IRVING,75038.0
ORDUSION TECHNOLOGIES INC,6,GA,DULUTH,30097.0
ORDUSION TECHNOLOGIES INC.,2,GA,DULUTH,30097.0
ORDWAY LABS INC,1,DC,WASHINGTON,20036.0
OREGE NORTH AMERICA INC,2,GA,COVINGTON,30016.0
OREGON HEALTH & SCIENCE UNIVERSITY,135,OR,PORTLAND,97239.0
OREGON INSTITUTE OF TECHNOLOGY,7,OR,KLAMATH FALLS,97601.0
OREGON INTL AIR FREIGHT CO DBA OIA,1,OR,PORTLAND,97201.0
OREGON LUNG SPECIALISTS LLC,1,OR,SPRINGFIELD,97477.0
OREGON ONCOLOGY SPECIALISTS LLP,2,OR,SALEM,97301.0
OREGON SOCIAL LEARNING CENTER FOUNDATION INC DBA OSLC DEVELOPMENTS INC,1,OR,EUGENE,97401.0
OREGON STATE UNIVERSITY,134,OR,CORVALLIS,97333.0
OREILLY AUTO ENTERPRISES LLC,1,MO,SPRINGFIELD,65802.0
OREMDA INFOTECH INC,13,TX,CEDAR PARK,78613.0
ORENDA INC,1,NY,NEW YORK,10004.0
ORENTREICH FOUNDATION FOR THE ADVANCEMENT OF SCIENCE INC,1,NY,NEW YORK,10021.0
OREVA TECHNOLOGIES INC,1,TX,IRVING,75038.0
ORG MEDICAL PLLC,1,NY,BROOKLYN,11206.0
ORGAN PROCUREMENT AGENCY OF MI,3,MI,ANN ARBOR,48108.0
ORGAN PROCUREMENT AGENCY OF MI DBA,1,MI,ANN ARBOR,48108.0
ORGANIC AMERICA LLC,1,CA,PIRU,93040.0
ORGANIC BASIC FOOD LLC,2,NJ,HOBOKEN,7030.0
ORGANIC BIOLOGY HOLDING LLC,1,KY,HARRODSBURG,40330.0
ORGANIC DYES AND PIGMENTS LLC,1,RI,LINCOLN,2865.0
ORGANIX CHEMISTRY SOLUTIONS LLC,2,MA,WOBURN,1801.0
ORGANIX INC,1,MA,WOBURN,1801.0
ORGANIZATION FOR RESEARCH & COMMUNITY DEVELOPMENT GLOBAL INC.,1,CA,PALM DESERT,92211.0
ORGANOGENESIS INC,3,MA,CANTON,2021.0
ORGANON LLC,3,NJ,KENILWORTH,7033.0
ORGENESIS MARYLAND INC,1,MD,GERMANTOWN,20876.0
"ORGIO, INC.",1,NY,NEW YORK,10013.0
ORGSPIRE INC,11,CA,SAN RAMON,94583.0
ORGWORKING CORP,1,WA,REDMOND,98052.0
ORI BIOTECH NORTH AMERICA INC,2,NJ,WOODCLIFF LAKE,7677.0
ORIBI MANUFACTURING LLC,1,CO,COMMERCE CITY,80022.0
ORIC PHARMACEUTICALS INC,1,CA,SOUTH SAN FRANCISCO,94080.0
ORICA USA INC,2,CO,WATKINS,80137.0
ORIDEN LLC,1,PA,PITTSBURGH,15212.0
ORIENTAL YUHONG NORTH AMERICAN LLC,1,PA,LOWER GWYNEDD,19002.0
ORIGIN BANK,1,LA,CHOUDRANT,71227.0
ORIGIN BRANDS INC,1,NY,NEW YORK,10010.0
ORIGIN HUBS INC,40,NC,APEX,27502.0
ORIGIN LABORATORIES INC,1,CA,SAN FRANCISCO,94107.0
ORIGIN TO FUTURE INC,4,TX,RICHARDSON,75080.0
ORIGINSCALE CORP,1,NY,NEW YORK,10005.0
ORION CAPITAL LLC,1,CO,LITTLETON,80129.0
ORION CONSTRUCTION CORPORATION GUA,1,GU,BARRIGADA,96921.0
ORION GLOBAL SOLUTIONS LLC,1,NY,NEW YORK,10018.0
ORION GROUP MANAGEMENT INC,1,NY,NEW YORK,10010.0
ORION HEALTH INC,2,AZ,SCOTTSDALE,85260.0
ORION IT LABS INC,2,TX,PLANO,75023.0
ORION SYSTEMS INTEGRATORS LLC,62,NJ,EDISON,8837.0
ORION180 INSURANCE SERVICES LLC,1,FL,MELBOURNE,32901.0
ORIONTEK INC,30,GA,CUMMING,30041.0
ORIOR BY DESIGN US INCORPORATED,1,NY,NEW YORK,10013.0
ORIX USA LP,1,TX,DALLAS,75201.0
ORLANDO DINNER ENTERTAINMENT INC,1,FL,ORLANDO,32819.0
ORLANDO HEALTH INC,3,FL,ORLANDO,32806.0
ORLANDO HEALTH MEDICAL GROUP INC,5,FL,ORLANDO,32806.0
ORLANDO SENTINEL COMMUNICATIONS CO,1,FL,ORLANDO,32801.0
ORMAE INC,1,TX,AUSTIN,78702.0
ORMAT NEVADA INC,1,NV,RENO,89519.0
ORN INC,1,MA,BOSTON,2118.0
ORNA THERAPEUTICS INC,5,MA,CAMBRIDGE,2139.0
ORNGE INC,1,CA,CUPERTINO,95014.0
OROCHEM TECHNOLOGIES INC,2,IL,NAPERVILLE,60563.0
ORORA PACKAGING SOLUTIONS,1,CA,BUENA PARK,90620.0
OROZCO ARCHITECTURE INC,1,FL,TAMPA,33647.0
ORPHEUS ACADEMY OF MUSIC LLC,5,TX,AUSTIN,78731.0
ORPINE INC,55,GA,ALPHARETTA,30022.0
ORR SAFETY CORPORATION,1,KY,LOUISVILLE,40229.0
ORRBA SYSTEMS LLC,98,SC,ROCK HILL,29730.0
ORRICK HERRINGTON & SUTCLIFFE LLP,8,CA,SAN FRANCISCO,94105.0
ORS NASCO LLC,1,IL,DEERFIELD,60015.0
ORSID REALTY CORPORATION,1,NY,NEW YORK,10019.0
ORSMAN DESIGN INC,1,NY,SOUTHAMPTON,11968.0
ORSTED ONSHORE SERVICES LLC,2,IL,CHICAGO,60611.0
ORTELLIGENCE INC DBA ORTELLIGENCE,1,PA,WEST CHESTER,19382.0
ORTHO CLINICAL DIAGNOSTICS INC,2,NJ,RARITAN,8869.0
ORTHO DEVELOPMENT CORPORATION,1,UT,DRAPER,84020.0
ORTHOAMERICA HOLDINGS LLC DBA RMO,1,IN,FRANKLIN,46131.0
ORTHOATLANTA LLC,1,GA,ATLANTA,30339.0
ORTHOBOND CORPORATION,1,NJ,PRINCETON,8540.0
ORTHODONTIC STAFFING & SUPPORT LLC,1,NJ,HACKENSACK,7601.0
ORTHUS HEALTH LLC,1,NC,RALEIGH,27607.0
ORTUS CONSULTING INC,1,NY,GREAT NECK,11021.0
ORW ARCHITECTURE INC.,1,OR,MEDFORD,97501.0
OS DENTAL LLC,1,NH,MANCHESTER,3101.0
OS DESIGN AND CONSULTING INC,1,CA,ARCADIA,91007.0
OS MGT INC A BLOOMIN BRANDS CO,1,FL,TAMPA,33607.0
OS MGT INC A BOOMIN BRANDS INC CO,3,FL,TAMPA,33607.0
OS33 SERVICES CORP,3,NJ,WOODBRIDGE,7095.0
"OSAGE PARTNERS, LLC",1,PA,BALA CYNWYD,19004.0
OSARO INC,1,CA,SAN FRANCISCO,94103.0
"OSARO, INC.",1,CA,SAN FRANCISCO,94103.0
OSATO MEDICAL CLINIC INC,1,CA,TORRANCE,90505.0
OSBORN CONSULTING INC,1,WA,BELLEVUE,98004.0
OSBORN ENGINEERING,2,OH,CLEVELAND,44114.0
OSCAR GRUSS AND SON INCORPORATED,1,NY,NEW YORK,10022.0
OSCAR GRUSS SON INCORPORATED,1,NY,NEW YORK,10022.0
OSCAR MANAGEMENT CORPORATION,4,NY,NEW YORK,10013.0
OSCAR PONTE PRODUCTIONS INC,1,FL,MIAMI,33178.0
OSCEOLA CONSULTING,3,CA,BELVEDERE TIBURON,94920.0
OSCEOLA CONSULTING LLC,3,CA,TIBURON,94920.0
OSCEOLA STAFFING HOLDINGS LLC D B,1,TX,HOUSTON,77024.0
OSCEOLA STAFFING HOLDINGS LLC DBA,1,FL,TAMPA,33609.0
OSCOR INC,1,FL,PALM HARBOR,34683.0
OSEM ENTERPRISES INC,5,TX,ODESSA,79762.0
"OSEM ENTERPRISES, INC.",1,TX,ODESSA,79762.0
OSF GLOBAL SERVICES INC,2,MA,WAKEFIELD,1880.0
OSF HEALTHCARE SYSTEM,49,IL,PEORIA,61603.0
OSF MULTI SPECIALTY GROUP,18,IL,PEORIA,61603.0
OSHA BERGMAN WATANABE & BURTON LLP,1,TX,HOUSTON,77010.0
OSHA LIANG LLP,1,TX,HOUSTON,77010.0
OSI DIGITAL INC,27,CA,WOODLAND HILLS,91367.0
OSI ENGINEERING INC,5,CA,CAMPBELL,95008.0
"OSI GROUP, LLC",1,IL,AURORA,60505.0
OSI INDUSTRIES LLC,1,IL,AURORA,60505.0
OSI SYSTEMS INC,1,CA,HAWTHORNE,90250.0
OSIRIS 9 CONSULTING LLC,2,FL,JACKSONVILLE,32256.0
OSIRIS GLOBAL SOLUTIONS LLC,1,NJ,MONMOUTH JCT,8852.0
OSISOFT LLC,11,CA,SAN LEANDRO,94577.0
OSK STUDIO INC,1,CA,LOS ANGELES,90018.0
OSLC COMMUNITY PROGRAMS INC,1,OR,EUGENE,97401.0
OSLO SOLUTIONS LLC,6,WA,REDMOND,98052.0
OSM PACK & SHIP LLC,1,CO,COLORADO SPRINGS,80907.0
OSMOND GENERAL HOSPITAL,1,NE,OSMOND,68765.0
OSMOSE UTILITIES SERVICES INC,2,GA,PEACHTREE CTY,30269.0
OSMOTICA PHARMACEUTICALS CORP,1,NJ,BRIDGEWATER,8807.0
OSO VENTURES INC,8,CA,NEWARK,94560.0
OSPREY SOFTWARE INC,3,NY,ALBANY,12205.0
OSPRO SYSTEMS LLC,1,FL,FORT MYERS,33916.0
OSRAM CONTINENTAL USA INC,7,TN,HENDERSONVILLE,37075.0
"OSRAM CONTINENTAL USA, INC.",1,TN,HENDERSONVILLE,37075.0
"OSRAM OPTO SEMICONDUCTORS, INC.",1,CA,SUNNYVALE,94086.0
OSRAM SYLVANIA INC,3,MA,WILMINGTON,1887.0
OSS INC,38,MD,GAITHERSBURG,20877.0
OST INC,3,DC,WASHINGTON,20037.0
OSTEOFIT LLC,1,NJ,FAIRFIELD,7004.0
OSTEOGENICS BIOMEDICAL INC,1,TX,LUBBOCK,79424.0
OSTEONOVUS INC,1,OH,TOLEDO,43606.0
OSTEOPATHIC PHYSICIANS OF TULSA IN,1,OK,TULSA,74136.0
OSTHUS INC,1,FL,MELBOURNE,32904.0
OSU DENTAL FACULTY PRACTICE ASSN I,2,OH,COLUMBUS,43210.0
OSU DENTAL FACULTY PRACTICE ASSN INC,2,OH,COLUMBUS,43210.0
OSWEGO HOSPITAL,4,NY,OSWEGO,13126.0
OT GLOBAL PROTECTION,1,CA,SAN RAMON,94583.0
OTAK INC,1,WA,VANCOUVER,98660.0
OTC DIRECT INC,1,NE,OMAHA,68127.0
"OTC DIRECT, INC.",1,NE,OMAHA,68127.0
OTC MARKETS GROUP INC,2,NY,NEW YORK,10282.0
OTEK BUILDERS LLC,1,NY,NEW YORK,10018.0
OTHELLO COMMUNITY HOSPITAL,1,WA,OTHELLO,99344.0
OTHON INC,5,TX,RICHARDSON,75080.0
OTHOT INC,1,PA,PITTSBURGH,15220.0
OTICON INC,3,NJ,SOMERSET,8873.0
OTIS AI INC,1,NY,BROOKLYN,11249.0
OTIS ELEVATOR COMPANY,7,CT,FARMINGTON,6032.0
OTIS IT INC,1,DE,GREENVILLE,19807.0
OTIS MCALLISTER INC,1,CA,OAKLAND,94612.0
OTIS R BOWEN CENTER FOR HUMAN SERV,3,IN,WARSAW,46580.0
OTIS R BOWEN CENTER FOR HUMAN SERVICES INC,1,IN,FORT WAYNE,46808.0
OTIS R BOWEN CTR FOR HUMAN SVCS,3,IN,FORT WAYNE,46808.0
OTIS R BOWEN CTR FOR HUMAN SVCS INC,4,IN,FORT WAYNE,46808.0
OTIS TECHNOLOGY LLC DBA AGAMA CONSULTING GROUP,3,TX,IRVING,75062.0
OTL ENTERPRISES LLC,1,NY,NEW YORK,10013.0
OTM LABS INC,3,MD,COLUMBIA,21044.0
OTM SOFTWARE PROFESSIONALS INC,2,CA,SAN JOSE,95112.0
OTO ANALYTICS INC DBA WOMPLY,2,CA,SAN FRANCISCO,94104.0
OTRANDO PORCARO & ASSOCIATES LTD,1,RI,WARWICK,2886.0
OTS SOLUTIONS INC,4,TX,ALLEN,75013.0
OTT HYDROMET CORPORATION,2,VA,STERLING,20164.0
OTTER AI INC,3,CA,MOUNTAIN VIEW,94040.0
OTTERTUNE INC,1,PA,PITTSBURGH,15217.0
OTTO BOCK HEALTHCARE LP,1,TX,AUSTIN,78758.0
OTTO INC,1,TX,DALLAS,75226.0
OTUS LLC,1,IL,CHICAGO,60607.0
OU HEALTH PARTNERS INC,5,OK,OKLAHOMA CITY,73104.0
OU MEDICINE INC,1,OK,OKLAHOMA CITY,73104.0
OUIBY INC DBA KICKFURTHER,1,CO,BOULDER,80302.0
OUR ABILITY INC,1,NY,ALBANY,12207.0
OUR BEGINNING LLC,1,WA,SEATTLE,98122.0
OUR KETTLE INC,1,CA,BERKELEY,94707.0
OUR LADY OF LOURDES MEMORIAL HOSPI,1,NY,BINGHAMTON,13905.0
OUR LADY OF LOURDES MEMORIAL HOSPITAL INC,1,NY,BINGHAMTON,13905.0
OUR LADY OF THE LAKE PHYSICIAN GRO,6,LA,BATON ROUGE,70808.0
OUR LADY OF THE LAKE PHYSICIAN GRP,2,LA,BATON ROUGE,70808.0
OUR LADY OF THE LAKE PHYSICIAN GRP LLC,5,LA,BATON ROUGE,70808.0
OUR MEMOS LLC,2,NJ,PENNINGTON,8534.0
OUR PLANETX LLC DBA PLANETX,1,NY,NEW YORK,10014.0
OUR SAVIOUR LUTHERAN SCHOOL,1,NY,BRONX,10461.0
OUR SECRET PLACE INC,1,CA,IRVINE,92612.0
OUR SUSTAINABLE FUTURE LLC,1,CO,BROOMFIELD,80021.0
OURARING INC,1,CA,SAN FRANCISCO,94133.0
OURS TECHNOLOGY INC,1,CA,SANTA CLARA,95054.0
OUSTER INC,1,CA,SAN FRANCISCO,94110.0
OUSTER INC.,2,CA,SAN FRANCISCO,94110.0
OUTBOUNDENGINE INC,1,TX,AUSTIN,78746.0
OUTBOX SYSTEMS INC DBA SIMPLUS,5,UT,SALT LAKE CITY,84101.0
OUTCOME LOGIX LLC,1,PA,OAKDALE,15071.0
OUTCOME REFERRALS INC,1,MA,FRAMINGHAM,1701.0
OUTDOOR CAP COMPANY INC,1,AR,BENTONVILLE,72712.0
OUTDOOR SELECTIONS LLC,1,TX,FORT WORTH,76104.0
